State,District,Latitude,Longitude,District code,Population,Sex_ratio,Literacy_rate,Male_Literacy_rate,Female_Literacy_rate,SC_ratio,ST_ratio,Worker_ratio,Male_Worker_ratio,Female_Worker_ratio,Main_Worker_ratio,Marginal_Worker_ratio,Non_Worker_ratio,Hindu_ratio,Muslim_ratio,Christian_ratio,Sikh_ratio,Buddhist_ratio,Jain_ratio,Other_religion_ratio,Religion_not_stated_ratio,Households_with_electricity_ratio,Households_with_LPG_ratio,Households_with_internet_ratio,Households_with_computer_ratio,Rural_household_ratio,Urban_household_ratio,Households_with_bicycle_ratio,Households_with_car_ratio,Households_with_radio_ratio,Households_with_scooter_ratio,Households_with_tv_ratio,Households_with_phone_ratio,Below_primary_ratio,Primary_ratio,Middle_ratio,Secondary_ratio,Higher_ratio,Graduate_ratio,Other_education_ratio,Illiteracy_rate,Age_0_29_ratio,Age_30_49_ratio,Age_50_ratio,Age_not_stated_ratio,Tapwater_ratio,Handpump_ratio,Wellwater_ratio,Springwater_ratio,Riverwater_ratio,Households_with_latrine_ratio,Households_with_bathing_facility_ratio,Low_income_ratio,Middle_income_ratio,High_income_ratio,Power_Parity_Less_than_Rs_45000_ratio,Power_Parity_Rs_45000_90000_ratio,Power_Parity_Rs_90000_150000_ratio,Power_Parity_Rs_45000_150000_ratio,Power_Parity_Rs_150000_240000_ratio,Power_Parity_Rs_240000_330000_ratio,Power_Parity_Rs_150000_330000_ratio,Power_Parity_Rs_330000_425000_ratio,Power_Parity_Rs_425000_545000_ratio,Power_Parity_Rs_330000_545000_ratio,Power_Parity_Above_Rs_545000_ratio
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,950.0,64.0,74.0,53.0,17.0,2.0,42.0,49.0,34.0,66.0,34.0,58.0,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,20.0,1.0,4.0,77.0,23.0,11.0,2.0,11.0,9.0,29.0,48.0,13.0,14.0,13.0,11.0,9.0,7.0,1.0,32.0,61.0,23.0,15.0,1.0,36.0,16.0,3.0,0.0,0.0,32.0,46.0,11.0,60.0,9.0,11.0,31.0,29.0,60.0,4.0,4.0,8.0,5.0,8.0,13.0,9.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,916.0,55.0,66.0,43.0,16.0,3.0,40.0,50.0,30.0,71.0,29.0,60.0,87.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,22.0,2.0,6.0,66.0,34.0,22.0,5.0,21.0,22.0,28.0,55.0,14.0,14.0,11.0,7.0,4.0,5.0,1.0,44.0,64.0,23.0,13.0,0.0,34.0,12.0,1.0,0.0,0.0,28.0,54.0,9.0,59.0,10.0,9.0,29.0,29.0,59.0,5.0,5.0,10.0,5.0,8.0,12.0,10.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,861.0,55.0,68.0,41.0,24.0,22.0,43.0,47.0,38.0,70.0,30.0,57.0,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,0.0,4.0,84.0,16.0,14.0,1.0,6.0,10.0,14.0,46.0,15.0,13.0,11.0,7.0,5.0,4.0,1.0,44.0,65.0,21.0,13.0,1.0,15.0,40.0,13.0,0.0,0.0,11.0,19.0,11.0,60.0,8.0,11.0,32.0,28.0,60.0,4.0,4.0,8.0,5.0,8.0,13.0,8.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,911.0,67.0,75.0,57.0,21.0,9.0,38.0,52.0,23.0,77.0,23.0,62.0,85.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,66.0,32.0,2.0,7.0,39.0,61.0,29.0,5.0,11.0,29.0,46.0,55.0,15.0,15.0,13.0,9.0,6.0,9.0,1.0,31.0,60.0,25.0,14.0,0.0,44.0,28.0,1.0,0.0,0.0,38.0,52.0,7.0,57.0,11.0,7.0,27.0,30.0,57.0,7.0,5.0,12.0,4.0,7.0,12.0,11.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,950.0,53.0,65.0,41.0,21.0,0.0,43.0,51.0,35.0,69.0,31.0,57.0,86.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,12.0,1.0,4.0,80.0,20.0,11.0,3.0,13.0,11.0,22.0,55.0,15.0,14.0,11.0,7.0,4.0,3.0,0.0,45.0,63.0,23.0,14.0,0.0,28.0,8.0,5.0,0.0,0.0,25.0,47.0,11.0,60.0,8.0,11.0,32.0,28.0,60.0,4.0,4.0,8.0,5.0,8.0,14.0,8.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,987.0,53.0,65.0,41.0,20.0,7.0,41.0,51.0,32.0,72.0,28.0,59.0,92.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,15.0,1.0,3.0,79.0,21.0,27.0,2.0,12.0,17.0,24.0,49.0,13.0,16.0,12.0,7.0,3.0,3.0,0.0,45.0,59.0,23.0,17.0,1.0,30.0,15.0,8.0,0.0,0.0,19.0,42.0,10.0,57.0,10.0,10.0,30.0,27.0,57.0,7.0,4.0,11.0,4.0,7.0,12.0,10.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,990.0,54.0,66.0,41.0,13.0,14.0,48.0,55.0,40.0,66.0,34.0,52.0,96.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,10.0,1.0,3.0,83.0,17.0,18.0,2.0,7.0,17.0,22.0,46.0,16.0,16.0,12.0,6.0,3.0,3.0,0.0,45.0,59.0,24.0,17.0,0.0,24.0,29.0,13.0,0.0,0.0,13.0,29.0,10.0,57.0,11.0,10.0,30.0,27.0,57.0,8.0,4.0,11.0,4.0,7.0,11.0,11.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,897.0,56.0,69.0,40.0,21.0,21.0,43.0,49.0,37.0,72.0,28.0,57.0,87.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,11.0,1.0,4.0,80.0,20.0,19.0,1.0,9.0,12.0,18.0,48.0,15.0,13.0,11.0,6.0,4.0,5.0,1.0,44.0,63.0,23.0,14.0,0.0,16.0,42.0,12.0,0.0,0.0,15.0,23.0,11.0,59.0,9.0,11.0,31.0,28.0,59.0,4.0,4.0,8.0,5.0,8.0,13.0,9.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,947.0,62.0,72.0,50.0,16.0,3.0,38.0,48.0,27.0,69.0,31.0,62.0,87.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,19.0,1.0,4.0,75.0,25.0,11.0,3.0,12.0,11.0,31.0,55.0,13.0,16.0,13.0,10.0,7.0,6.0,1.0,34.0,62.0,23.0,14.0,1.0,35.0,21.0,3.0,0.0,0.0,32.0,47.0,11.0,59.0,9.0,11.0,31.0,28.0,59.0,4.0,4.0,8.0,5.0,8.0,13.0,9.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,940.0,46.0,58.0,33.0,19.0,28.0,41.0,51.0,29.0,75.0,25.0,59.0,96.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,15.0,1.0,3.0,77.0,23.0,17.0,2.0,7.0,13.0,21.0,41.0,11.0,14.0,10.0,5.0,3.0,3.0,0.0,54.0,63.0,24.0,14.0,0.0,27.0,26.0,10.0,0.0,0.0,18.0,30.0,10.0,57.0,11.0,10.0,30.0,27.0,57.0,7.0,4.0,11.0,4.0,7.0,11.0,11.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,952.0,53.0,66.0,39.0,20.0,13.0,46.0,51.0,40.0,76.0,24.0,54.0,87.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,42.0,9.0,1.0,3.0,79.0,21.0,25.0,2.0,8.0,18.0,22.0,50.0,16.0,13.0,10.0,6.0,4.0,5.0,1.0,45.0,62.0,23.0,14.0,0.0,15.0,45.0,9.0,0.0,0.0,13.0,24.0,11.0,59.0,9.0,11.0,31.0,28.0,59.0,5.0,4.0,9.0,5.0,8.0,13.0,9.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,958.0,52.0,62.0,41.0,6.0,50.0,45.0,53.0,35.0,60.0,40.0,55.0,94.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,42.0,15.0,2.0,6.0,78.0,22.0,17.0,3.0,10.0,19.0,21.0,39.0,14.0,13.0,9.0,5.0,3.0,5.0,1.0,50.0,61.0,24.0,15.0,0.0,18.0,36.0,17.0,0.0,1.0,18.0,26.0,9.0,55.0,12.0,9.0,28.0,27.0,55.0,9.0,4.0,13.0,4.0,7.0,11.0,12.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,884.0,79.0,82.0,75.0,16.0,0.0,34.0,54.0,12.0,96.0,4.0,66.0,83.0,10.0,1.0,3.0,0.0,3.0,0.0,0.0,76.0,71.0,17.0,28.0,0.0,100.0,22.0,19.0,32.0,35.0,69.0,71.0,6.0,15.0,17.0,18.0,16.0,16.0,1.0,11.0,56.0,29.0,15.0,0.0,72.0,4.0,0.0,0.0,0.0,72.0,72.0,8.0,50.0,11.0,8.0,24.0,27.0,50.0,8.0,8.0,16.0,7.0,8.0,15.0,11.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1015.0,64.0,72.0,56.0,23.0,1.0,48.0,57.0,39.0,76.0,24.0,52.0,94.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,70.0,16.0,1.0,3.0,88.0,12.0,41.0,1.0,14.0,16.0,65.0,53.0,8.0,18.0,15.0,13.0,7.0,8.0,2.0,30.0,50.0,29.0,21.0,0.0,68.0,6.0,3.0,0.0,0.0,14.0,16.0,16.0,60.0,1.0,16.0,41.0,19.0,60.0,10.0,9.0,18.0,2.0,3.0,5.0,1.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,989.0,81.0,84.0,78.0,17.0,0.0,39.0,59.0,19.0,89.0,11.0,61.0,81.0,9.0,8.0,0.0,0.0,1.0,0.0,1.0,83.0,69.0,17.0,27.0,0.0,100.0,31.0,11.0,30.0,39.0,80.0,77.0,4.0,13.0,18.0,20.0,11.0,22.0,2.0,10.0,49.0,32.0,19.0,0.0,69.0,13.0,0.0,0.0,0.0,80.0,82.0,3.0,37.0,23.0,3.0,13.0,23.0,37.0,12.0,12.0,24.0,5.0,8.0,12.0,23.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1000.0,76.0,81.0,72.0,15.0,1.0,45.0,63.0,28.0,92.0,8.0,55.0,88.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,77.0,58.0,5.0,13.0,24.0,76.0,30.0,7.0,24.0,38.0,72.0,66.0,7.0,15.0,17.0,17.0,9.0,15.0,2.0,17.0,46.0,32.0,22.0,0.0,76.0,3.0,1.0,0.0,0.0,54.0,73.0,5.0,44.0,13.0,5.0,21.0,23.0,44.0,14.0,8.0,22.0,6.0,10.0,16.0,13.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,987.0,70.0,76.0,63.0,29.0,1.0,45.0,57.0,32.0,72.0,28.0,55.0,92.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,79.0,32.0,2.0,7.0,66.0,34.0,45.0,3.0,16.0,24.0,73.0,62.0,7.0,16.0,17.0,15.0,7.0,9.0,3.0,25.0,52.0,29.0,18.0,0.0,66.0,16.0,1.0,0.0,0.0,30.0,39.0,10.0,51.0,7.0,10.0,30.0,21.0,51.0,13.0,8.0,21.0,4.0,8.0,12.0,7.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,946.0,61.0,68.0,53.0,16.0,4.0,50.0,58.0,42.0,87.0,13.0,50.0,96.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,21.0,1.0,4.0,81.0,19.0,34.0,1.0,11.0,22.0,64.0,53.0,9.0,16.0,15.0,12.0,7.0,7.0,2.0,34.0,53.0,29.0,18.0,0.0,43.0,20.0,12.0,0.0,0.0,15.0,37.0,16.0,57.0,3.0,16.0,41.0,16.0,57.0,11.0,8.0,18.0,2.0,4.0,6.0,3.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,998.0,69.0,76.0,62.0,21.0,0.0,51.0,62.0,41.0,87.0,13.0,49.0,87.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,70.0,29.0,1.0,5.0,62.0,38.0,31.0,2.0,18.0,21.0,64.0,53.0,10.0,19.0,18.0,14.0,7.0,8.0,1.0,23.0,49.0,30.0,21.0,0.0,64.0,9.0,3.0,0.0,0.0,26.0,50.0,9.0,50.0,5.0,9.0,29.0,21.0,50.0,14.0,7.0,20.0,5.0,10.0,15.0,5.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,993.0,66.0,73.0,59.0,16.0,1.0,53.0,65.0,41.0,93.0,7.0,47.0,94.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,71.0,44.0,2.0,7.0,49.0,51.0,44.0,4.0,21.0,34.0,66.0,57.0,8.0,16.0,15.0,13.0,7.0,10.0,1.0,29.0,45.0,31.0,24.0,0.0,61.0,11.0,4.0,0.0,1.0,38.0,60.0,7.0,48.0,6.0,7.0,25.0,23.0,48.0,15.0,6.0,20.0,7.0,12.0,19.0,6.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,986.0,75.0,80.0,71.0,24.0,1.0,42.0,59.0,25.0,82.0,18.0,58.0,88.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,79.0,51.0,8.0,17.0,36.0,64.0,35.0,6.0,20.0,34.0,75.0,69.0,5.0,15.0,17.0,18.0,9.0,15.0,2.0,19.0,52.0,30.0,18.0,0.0,60.0,13.0,3.0,0.0,0.0,54.0,66.0,6.0,47.0,10.0,6.0,24.0,24.0,47.0,14.0,7.0,20.0,6.0,10.0,16.0,10.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,1019.0,83.0,84.0,81.0,4.0,0.0,36.0,57.0,16.0,81.0,19.0,64.0,49.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,78.0,33.0,3.0,9.0,17.0,83.0,20.0,4.0,14.0,19.0,73.0,67.0,7.0,18.0,17.0,18.0,12.0,14.0,2.0,11.0,47.0,30.0,23.0,0.0,53.0,9.0,11.0,0.0,0.0,72.0,50.0,6.0,47.0,8.0,6.0,24.0,23.0,47.0,15.0,6.0,21.0,7.0,12.0,19.0,8.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,1015.0,68.0,76.0,61.0,21.0,0.0,51.0,62.0,40.0,94.0,6.0,49.0,93.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,73.0,37.0,1.0,5.0,58.0,42.0,42.0,3.0,20.0,32.0,69.0,58.0,7.0,18.0,16.0,14.0,8.0,8.0,1.0,27.0,47.0,30.0,23.0,0.0,69.0,7.0,2.0,0.0,0.0,33.0,46.0,9.0,52.0,7.0,9.0,29.0,23.0,52.0,12.0,7.0,20.0,5.0,8.0,13.0,7.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,990.0,75.0,80.0,69.0,13.0,0.0,45.0,59.0,30.0,87.0,13.0,55.0,91.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,75.0,39.0,3.0,9.0,41.0,59.0,32.0,3.0,23.0,23.0,70.0,61.0,8.0,18.0,19.0,16.0,9.0,13.0,1.0,16.0,50.0,30.0,20.0,0.0,67.0,9.0,0.0,0.0,0.0,47.0,55.0,7.0,46.0,11.0,7.0,24.0,22.0,46.0,14.0,7.0,21.0,5.0,10.0,16.0,11.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,1025.0,75.0,80.0,70.0,32.0,0.0,42.0,58.0,26.0,72.0,28.0,58.0,89.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,74.0,28.0,1.0,4.0,77.0,23.0,42.0,2.0,22.0,17.0,70.0,55.0,9.0,21.0,20.0,16.0,8.0,8.0,2.0,16.0,51.0,29.0,20.0,0.0,52.0,26.0,1.0,0.0,0.0,32.0,30.0,11.0,56.0,6.0,11.0,33.0,23.0,56.0,10.0,8.0,19.0,4.0,5.0,9.0,6.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,986.0,68.0,75.0,61.0,20.0,3.0,52.0,61.0,43.0,93.0,7.0,48.0,97.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,42.0,1.0,5.0,59.0,41.0,42.0,3.0,22.0,34.0,67.0,56.0,8.0,19.0,16.0,14.0,8.0,11.0,1.0,24.0,47.0,30.0,23.0,0.0,58.0,11.0,6.0,0.0,0.0,31.0,53.0,8.0,51.0,7.0,8.0,27.0,23.0,51.0,13.0,6.0,20.0,6.0,9.0,15.0,7.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1003.0,66.0,74.0,59.0,31.0,0.0,53.0,58.0,48.0,85.0,15.0,47.0,92.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,72.0,26.0,1.0,4.0,82.0,18.0,32.0,1.0,14.0,17.0,67.0,55.0,15.0,19.0,15.0,13.0,8.0,8.0,2.0,20.0,52.0,28.0,20.0,0.0,65.0,9.0,4.0,0.0,0.0,18.0,30.0,12.0,60.0,3.0,12.0,35.0,25.0,60.0,9.0,8.0,17.0,4.0,4.0,8.0,3.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,1015.0,69.0,76.0,62.0,18.0,0.0,47.0,59.0,36.0,84.0,16.0,53.0,88.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,70.0,16.0,1.0,4.0,79.0,21.0,41.0,2.0,17.0,22.0,64.0,57.0,6.0,18.0,17.0,16.0,8.0,7.0,2.0,28.0,52.0,29.0,19.0,0.0,60.0,8.0,2.0,1.0,0.0,22.0,22.0,12.0,58.0,3.0,12.0,36.0,23.0,58.0,10.0,8.0,18.0,3.0,5.0,8.0,3.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,983.0,72.0,79.0,66.0,18.0,0.0,45.0,58.0,31.0,81.0,19.0,55.0,77.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,70.0,24.0,1.0,5.0,70.0,30.0,30.0,1.0,16.0,12.0,68.0,60.0,19.0,23.0,18.0,15.0,8.0,8.0,1.0,8.0,52.0,29.0,19.0,0.0,46.0,6.0,12.0,0.0,1.0,29.0,31.0,11.0,55.0,5.0,11.0,33.0,22.0,55.0,11.0,8.0,19.0,3.0,6.0,10.0,5.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,954.0,66.0,72.0,59.0,17.0,3.0,49.0,61.0,36.0,92.0,8.0,51.0,96.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,71.0,38.0,2.0,5.0,49.0,51.0,38.0,3.0,17.0,30.0,64.0,56.0,6.0,17.0,16.0,14.0,7.0,9.0,2.0,29.0,50.0,30.0,20.0,0.0,62.0,8.0,7.0,0.0,0.0,27.0,49.0,8.0,48.0,6.0,8.0,27.0,21.0,48.0,15.0,6.0,21.0,5.0,12.0,17.0,6.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,1003.0,72.0,79.0,65.0,17.0,0.0,46.0,59.0,34.0,74.0,26.0,54.0,89.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,69.0,25.0,1.0,5.0,68.0,32.0,38.0,2.0,21.0,20.0,67.0,57.0,8.0,17.0,18.0,15.0,8.0,9.0,2.0,24.0,50.0,29.0,21.0,0.0,52.0,11.0,4.0,0.0,0.0,31.0,33.0,10.0,54.0,7.0,10.0,31.0,24.0,54.0,11.0,8.0,19.0,4.0,6.0,10.0,7.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1035.0,74.0,80.0,69.0,19.0,0.0,40.0,58.0,24.0,86.0,14.0,60.0,86.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,74.0,30.0,2.0,6.0,64.0,36.0,46.0,2.0,18.0,21.0,69.0,59.0,6.0,19.0,18.0,16.0,8.0,10.0,2.0,20.0,50.0,30.0,21.0,0.0,66.0,13.0,0.0,0.0,0.0,36.0,37.0,10.0,52.0,7.0,10.0,30.0,22.0,52.0,12.0,8.0,20.0,4.0,8.0,11.0,7.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,991.0,70.0,77.0,63.0,21.0,0.0,47.0,59.0,36.0,90.0,10.0,53.0,92.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,76.0,36.0,1.0,5.0,46.0,54.0,24.0,2.0,14.0,14.0,71.0,51.0,8.0,19.0,18.0,13.0,8.0,9.0,1.0,23.0,50.0,30.0,20.0,0.0,78.0,3.0,0.0,0.0,0.0,33.0,67.0,8.0,47.0,4.0,8.0,28.0,19.0,47.0,15.0,6.0,22.0,6.0,14.0,20.0,4.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,987.0,75.0,80.0,70.0,22.0,1.0,41.0,59.0,23.0,81.0,19.0,59.0,89.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,81.0,56.0,7.0,16.0,35.0,65.0,33.0,5.0,20.0,32.0,77.0,69.0,6.0,14.0,18.0,19.0,9.0,14.0,2.0,18.0,52.0,31.0,17.0,0.0,56.0,16.0,5.0,0.0,0.0,57.0,70.0,7.0,47.0,8.0,7.0,25.0,22.0,47.0,15.0,6.0,21.0,6.0,11.0,17.0,8.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,1017.0,75.0,80.0,70.0,34.0,0.0,43.0,59.0,27.0,76.0,24.0,57.0,90.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,74.0,27.0,1.0,4.0,79.0,21.0,47.0,2.0,20.0,18.0,70.0,55.0,11.0,20.0,20.0,16.0,8.0,8.0,2.0,14.0,50.0,30.0,20.0,0.0,60.0,19.0,0.0,0.0,0.0,32.0,29.0,12.0,56.0,5.0,12.0,34.0,22.0,56.0,11.0,8.0,19.0,3.0,5.0,8.0,5.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,994.0,66.0,74.0,58.0,23.0,4.0,50.0,60.0,41.0,78.0,22.0,50.0,93.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,77.0,25.0,1.0,4.0,79.0,21.0,44.0,1.0,10.0,20.0,71.0,55.0,8.0,18.0,17.0,14.0,7.0,6.0,1.0,27.0,53.0,28.0,19.0,0.0,70.0,7.0,5.0,0.0,0.0,19.0,37.0,13.0,55.0,3.0,13.0,36.0,19.0,55.0,12.0,8.0,19.0,3.0,6.0,9.0,3.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1007.0,70.0,77.0,64.0,22.0,2.0,43.0,57.0,29.0,81.0,19.0,57.0,86.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,76.0,37.0,2.0,6.0,57.0,43.0,43.0,2.0,8.0,25.0,70.0,57.0,5.0,19.0,19.0,17.0,8.0,8.0,2.0,23.0,53.0,28.0,18.0,0.0,67.0,10.0,2.0,0.0,0.0,33.0,61.0,10.0,51.0,5.0,10.0,30.0,21.0,51.0,13.0,7.0,21.0,4.0,10.0,14.0,5.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,1007.0,72.0,79.0,66.0,21.0,0.0,49.0,60.0,38.0,90.0,10.0,51.0,94.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,69.0,32.0,1.0,5.0,50.0,50.0,38.0,1.0,15.0,16.0,62.0,48.0,9.0,22.0,17.0,12.0,7.0,9.0,2.0,22.0,51.0,30.0,19.0,0.0,62.0,8.0,1.0,0.0,0.0,23.0,43.0,8.0,49.0,7.0,8.0,28.0,21.0,49.0,14.0,7.0,21.0,5.0,10.0,14.0,7.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,944.0,73.0,78.0,68.0,16.0,56.0,41.0,54.0,27.0,69.0,31.0,59.0,81.0,2.0,6.0,0.0,10.0,0.0,0.0,0.0,45.0,5.0,0.0,5.0,86.0,14.0,22.0,1.0,8.0,3.0,24.0,25.0,17.0,23.0,20.0,6.0,2.0,2.0,0.0,29.0,61.0,25.0,13.0,0.0,16.0,17.0,33.0,4.0,5.0,56.0,15.0,14.0,68.0,0.0,14.0,41.0,27.0,68.0,7.0,10.0,17.0,2.0,0.0,2.0,0.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,967.0,75.0,78.0,72.0,17.0,26.0,36.0,53.0,18.0,75.0,25.0,64.0,73.0,15.0,6.0,0.0,5.0,0.0,0.0,0.0,42.0,10.0,1.0,5.0,78.0,22.0,22.0,1.0,9.0,5.0,23.0,33.0,18.0,25.0,22.0,7.0,3.0,3.0,1.0,22.0,60.0,26.0,14.0,0.0,25.0,9.0,31.0,4.0,3.0,66.0,26.0,16.0,61.0,3.0,16.0,41.0,20.0,61.0,9.0,7.0,16.0,1.0,2.0,3.0,3.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,957.0,74.0,78.0,69.0,16.0,39.0,42.0,57.0,27.0,70.0,30.0,58.0,84.0,6.0,4.0,0.0,6.0,0.0,0.0,0.0,51.0,8.0,0.0,4.0,83.0,17.0,32.0,1.0,12.0,5.0,30.0,33.0,15.0,25.0,23.0,8.0,4.0,3.0,1.0,21.0,58.0,27.0,15.0,0.0,30.0,26.0,17.0,1.0,1.0,66.0,15.0,15.0,64.0,2.0,15.0,41.0,23.0,64.0,8.0,9.0,17.0,1.0,1.0,2.0,2.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,962.0,79.0,82.0,75.0,20.0,25.0,40.0,57.0,23.0,75.0,25.0,60.0,88.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,62.0,20.0,1.0,7.0,57.0,43.0,36.0,2.0,10.0,9.0,46.0,45.0,14.0,24.0,26.0,9.0,5.0,5.0,1.0,16.0,54.0,29.0,16.0,0.0,26.0,37.0,13.0,0.0,0.0,72.0,33.0,11.0,60.0,7.0,11.0,32.0,28.0,60.0,9.0,8.0,17.0,3.0,3.0,6.0,7.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,868.0,61.0,68.0,52.0,22.0,0.0,31.0,47.0,13.0,76.0,24.0,69.0,89.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,28.0,3.0,9.0,55.0,45.0,49.0,5.0,10.0,27.0,48.0,58.0,15.0,22.0,16.0,11.0,8.0,5.0,1.0,23.0,65.0,22.0,12.0,0.0,25.0,46.0,2.0,0.0,0.0,34.0,51.0,12.0,58.0,6.0,12.0,31.0,27.0,58.0,6.0,8.0,14.0,5.0,5.0,10.0,6.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,882.0,57.0,66.0,47.0,21.0,0.0,32.0,48.0,14.0,74.0,26.0,68.0,79.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,18.0,2.0,7.0,68.0,32.0,42.0,3.0,11.0,18.0,31.0,52.0,13.0,14.0,13.0,10.0,6.0,5.0,1.0,39.0,65.0,21.0,13.0,1.0,20.0,50.0,0.0,0.0,0.0,30.0,42.0,15.0,58.0,4.0,15.0,33.0,24.0,58.0,6.0,8.0,15.0,5.0,4.0,8.0,4.0
